iter	Logloss
251	0.5949950863
252	0.5949734748
253	0.5949601759
254	0.5949129374
255	0.5949024445
256	0.5948917767
257	0.5948737758
258	0.5948645495
259	0.5948543838
260	0.5948215035
261	0.5948001066
262	0.5947897612
263	0.5947287158
264	0.5947125213
265	0.5947065189
266	0.5946722924
267	0.5946424726
268	0.5946237351
269	0.5946151408
270	0.594606805
271	0.594597519
272	0.5945700628
273	0.5945417389
274	0.5945199907
275	0.5944410689
276	0.5944313698
277	0.594415735
278	0.5943920159
279	0.5943655671
280	0.5943130993
281	0.5942837485
282	0.5942657753
283	0.5942455943
284	0.5941894544
285	0.594179621
286	0.5941584899
287	0.5941447886
288	0.5941341493
289	0.5941239033
290	0.5941155541
291	0.5941065125
292	0.5940803056
293	0.5940686996
294	0.5940597316
295	0.5940503718
296	0.5940047919
297	0.593992673
298	0.5939845431
299	0.5939656158
300	0.5939471718
301	0.5938992903
302	0.5938446337
303	0.5938066649
304	0.5937881105
305	0.5937813392
306	0.5937740518
307	0.5937635132
308	0.5937548177
309	0.5937311254
310	0.5936796061
311	0.5936451969
312	0.5936385426
313	0.5936327224
314	0.5936096538
315	0.5935913023
316	0.5935693005
317	0.5935615312
318	0.5935340225
319	0.593525199
320	0.5935021172
321	0.5934859913
322	0.5934804737
323	0.5934587023
324	0.5934500216
325	0.5934429903
326	0.5934363626
327	0.5933956192
328	0.5933860285
329	0.5933847579
330	0.5933717534
331	0.5933550131
332	0.5933248997
333	0.5932964702
334	0.5932883548
335	0.5932685101
336	0.593258858
337	0.5932143005
338	0.5931946245
339	0.5931877677
340	0.5931277738
341	0.5931223574
342	0.5930874771
343	0.5930707392
344	0.5930643185
345	0.5930557662
346	0.5930491837
347	0.5929843543
348	0.5929756691
349	0.592944682
350	0.5929279076
351	0.592919091
352	0.5928919338
353	0.5928653868
354	0.592841734
355	0.5928177771
356	0.592811541
357	0.5927780846
358	0.5927451551
359	0.5927290063
360	0.5927210406
361	0.5927137272
362	0.5927059799
363	0.5926797256
364	0.5926716198
365	0.5926676364
366	0.5926370654
367	0.592635705
368	0.5926202167
369	0.5926140135
370	0.5926063314
371	0.5925982074
372	0.5925795805
373	0.5925697557
374	0.5925547061
375	0.5925420024
376	0.5925350975
377	0.5925094711
378	0.5925020998
379	0.5924979372
380	0.5924675123
381	0.5924589238
382	0.592439168
383	0.5924327386
384	0.5924211779
385	0.5924150884
386	0.5924096598
387	0.5924019894
388	0.5923915179
389	0.5923827824
390	0.5923151914
391	0.5922684349
392	0.5922376591
393	0.5922318799
394	0.5922268359
395	0.5922203952
396	0.5922099902
397	0.5922012499
398	0.5921856114
399	0.5921365185
400	0.5921176406
401	0.5921084179
402	0.5921026027
403	0.5920807431
404	0.5920754983
405	0.5920160785
406	0.5919826176
407	0.5919589426
408	0.5919037261
409	0.5918968303
410	0.5918736851
411	0.5918535239
412	0.5918468068
413	0.5918071495
414	0.5917548041
415	0.5917344978
416	0.5917268515
417	0.5917077962
418	0.5916983723
419	0.5916842606
420	0.5916705703
421	0.5916348865
422	0.5916280701
423	0.5916213829
424	0.5916154391
425	0.5915874257
426	0.5915739492
427	0.5915573948
428	0.5915476078
429	0.5915103077
430	0.5914997087
431	0.5914882082
432	0.5914801697
433	0.5914743996
434	0.5914522123
435	0.5914318621
436	0.591386045
437	0.5913369598
438	0.5913077198
439	0.5912585898
440	0.5912301569
441	0.5912233791
442	0.5912034629
443	0.5911951965
444	0.5911677026
445	0.5911180959
446	0.5911047362
447	0.5910980272
448	0.5910885559
449	0.5910717701
450	0.5910533155
451	0.5910487263
452	0.5910277146
453	0.5909943851
454	0.5909604794
455	0.590938294
456	0.5908853203
457	0.5908624319
458	0.5908320734
459	0.5908045899
460	0.5907812655
461	0.5907542169
462	0.590729502
463	0.590710906
464	0.5907024039
465	0.5906784404
466	0.5906712893
467	0.5906511002
468	0.5906330481
469	0.5906114609
470	0.5905697388
471	0.590548472
472	0.5905078919
473	0.5904995393
474	0.5904764678
475	0.5904602602
476	0.5904458952
477	0.5904398715
478	0.5904245631
479	0.5904136038
480	0.5903776016
481	0.5903476396
482	0.5903405232
483	0.5903315655
484	0.5903148928
485	0.5902973705
486	0.5902714821
487	0.5902294957
488	0.5902133857
489	0.5901498701
490	0.5901211214
491	0.5901109677
492	0.5900914247
493	0.5900633701
494	0.5900040112
495	0.5899827892
496	0.5899657128
497	0.5899474739
498	0.5899324857
499	0.5899267022
500	0.5898709634
501	0.589862627
502	0.5898116652
503	0.5897990889
504	0.5897788189
505	0.5897309774
506	0.5896810343
507	0.5896724698
508	0.5896500514
509	0.5896362977
510	0.5896181803
511	0.5896038205
512	0.589583342
513	0.5895689556
514	0.589538641
515	0.5895054788
516	0.5894883545
517	0.5894714734
518	0.5894554598
519	0.5894265154
520	0.5893953413
521	0.5893790152
522	0.58936064
523	0.5893362495
524	0.5893288558
525	0.5893058286
526	0.5892935032
527	0.5892809757
528	0.5892622658
529	0.5892400632
530	0.5892320468
531	0.5892145782
532	0.5891987411
533	0.5891853756
534	0.5891616836
535	0.5891476402
536	0.5891276792
537	0.5891146006
538	0.5890971236
539	0.5890767598
540	0.5890685882
541	0.5890310329
542	0.589012068
543	0.5889841889
544	0.5889716549
545	0.58895908
546	0.5889467397
547	0.5889383219
548	0.5889309807
549	0.5888896647
550	0.5888737055
551	0.5888318564
552	0.58882461
553	0.5888176257
554	0.5887903507
555	0.5887677486
556	0.5887389959
557	0.5887207265
558	0.588698778
559	0.5886850472
560	0.588667193
561	0.5886568847
562	0.5886186408
563	0.5886068884
564	0.5885927213
565	0.5885544691
566	0.5885370715
567	0.5885231052
568	0.5885081866
569	0.588494263
570	0.58847815
571	0.5884567323
572	0.5884443725
573	0.5884321072
574	0.5884004808
575	0.5883870967
576	0.5883785684
577	0.5883552017
578	0.588346614
579	0.5883343981
580	0.5883046058
581	0.5882734102
582	0.5882664483
583	0.5882561441
584	0.5882271465
585	0.5882141314
586	0.5881992743
587	0.5881639821
588	0.5881516322
589	0.5881344961
590	0.5881177614
591	0.5881103717
592	0.5881008421
593	0.5880859518
594	0.5880670112
595	0.588060883
596	0.588035922
597	0.5880248867
598	0.5880024228
599	0.587993818
600	0.5879721927
601	0.5879554932
602	0.5879251422
603	0.5879116346
604	0.5878955157
605	0.5878597952
606	0.587852865
607	0.5878202939
608	0.5878050077
609	0.587797371
610	0.5877821896
611	0.587763146
612	0.5877487402
613	0.5877239533
614	0.5877184406
615	0.5876993396
616	0.5876800798
617	0.5876501044
618	0.5876412267
619	0.5876249842
620	0.5876166451
621	0.5876067317
622	0.5875948048
623	0.5875872301
624	0.5875761222
625	0.5875625155
626	0.587556282
627	0.5875499254
628	0.5875264832
629	0.5875161664
630	0.5875038632
631	0.5874959454
632	0.5874882468
633	0.5874766259
634	0.5874655524
635	0.5874529615
636	0.5874379734
637	0.5874310073
638	0.5874193963
639	0.5874131969
640	0.5873990936
641	0.5873816998
642	0.5873673472
643	0.5873599862
644	0.5873476074
645	0.5873353297
646	0.5873281422
647	0.5873180174
648	0.5873116113
649	0.5873013284
650	0.5872929048
651	0.5872853193
652	0.5872767926
653	0.587250652
654	0.5872445058
655	0.5872367181
656	0.587230797
657	0.5872191759
658	0.5871960821
659	0.5871874476
660	0.5871809916
661	0.5871693486
662	0.5871529543
663	0.587138431
664	0.5871302791
665	0.587123829
666	0.5871150203
667	0.587104813
668	0.5870875722
669	0.5870738524
670	0.5870676254
671	0.5870615561
672	0.5870546219
673	0.58704804
674	0.5870366838
675	0.5870111676
676	0.5869949747
677	0.5869794775
678	0.5869687957
679	0.5869438254
680	0.586938771
681	0.586928714
682	0.5869126483
683	0.5869047312
684	0.5868941853
685	0.5868873221
686	0.5868763183
687	0.586845157
688	0.5868354226
689	0.5868194638
690	0.5868106331
691	0.5867869933
692	0.5867781669
693	0.5867627622
694	0.5867477208
695	0.5867223574
696	0.5867116073
697	0.586704324
698	0.5866992866
699	0.5866918652
700	0.5866797067
701	0.5866724124
702	0.5866638828
703	0.5866410685
704	0.5866244384
705	0.5866177293
706	0.5866078881
707	0.5865884114
708	0.5865800109
709	0.5865700505
710	0.5865637649
711	0.5865565448
712	0.5865487209
713	0.5865405438
714	0.586527993
715	0.5865152077
716	0.5865058327
717	0.5864837579
718	0.5864708715
719	0.5864458349
720	0.5864374277
721	0.5864284518
722	0.5864095261
723	0.5863985172
724	0.5863907203
725	0.5863723655
726	0.5863552513
727	0.5863476063
728	0.5863438932
729	0.5863365805
730	0.5863178016
731	0.5863112138
732	0.5863038607
733	0.586293729
734	0.5862857625
735	0.5862773165
736	0.5862695417
737	0.5862577016
738	0.5862508185
739	0.5862463099
740	0.5862355564
741	0.5862221311
742	0.5862086474
743	0.586197857
744	0.5861886183
745	0.5861807331
746	0.5861732097
747	0.5861500824
748	0.5861423963
749	0.5861163763
750	0.586105961
751	0.586097896
752	0.5860948019
753	0.586083793
754	0.5860720084
755	0.586063014
756	0.5860566267
757	0.5860382567
758	0.586029263
759	0.5860031466
760	0.5859963012
761	0.58598122
762	0.5859712761
763	0.5859497195
764	0.585943191
765	0.5859353285
766	0.5859256992
767	0.5859146927
768	0.585892758
769	0.5858867822
770	0.585881703
771	0.5858723083
772	0.5858606148
773	0.5858534788
774	0.585836639
775	0.5858272744
776	0.5858172025
777	0.5858036896
778	0.5857855109
779	0.5857770596
780	0.5857732526
781	0.5857685132
782	0.5857583802
783	0.5857510743
784	0.5857330155
785	0.5857242049
786	0.5857192268
787	0.5857122029
788	0.5857033977
789	0.5856888636
790	0.5856831767
791	0.5856753664
792	0.5856679158
793	0.5856605265
794	0.5856519706
795	0.5856391188
796	0.5856318818
797	0.5856213881
798	0.5856134856
799	0.5856021492
800	0.5855811053
801	0.5855714205
802	0.585564756
803	0.5855564398
804	0.5855352773
805	0.5855179814
806	0.5855114376
807	0.5855044396
808	0.5854980495
809	0.5854918985
810	0.5854765625
811	0.5854675995
812	0.5854604779
813	0.5854535153
814	0.5854468134
815	0.5854389395
816	0.5854308145
817	0.5854230964
818	0.5854124579
819	0.5854016889
820	0.5853863054
821	0.5853788642
822	0.5853672534
823	0.5853595252
824	0.5853509254
825	0.5853443961
826	0.5853375294
827	0.5853268755
828	0.5853209454
829	0.5853092733
830	0.5852921104
831	0.5852789365
832	0.5852708074
833	0.5852634537
834	0.5852554368
835	0.5852474848
836	0.5852420164
837	0.5852365275
838	0.5852254507
839	0.5852066045
840	0.5852003103
841	0.585189329
842	0.5851835031
843	0.5851729459
844	0.5851663993
845	0.5851558852
846	0.5851433162
847	0.585135619
848	0.5851309083
849	0.5851238649
850	0.5851114548
851	0.5851069175
852	0.5851009582
853	0.5850929901
854	0.5850879409
855	0.5850804811
856	0.585075716
857	0.5850659313
858	0.5850514649
859	0.5850474825
860	0.5850392079
861	0.5850229327
862	0.5850100395
863	0.5850048125
864	0.5849973056
865	0.5849845971
866	0.584978345
867	0.5849704912
868	0.5849568852
869	0.5849508543
870	0.5849453536
871	0.5849380002
872	0.5849321101
873	0.584924986
874	0.5849103594
875	0.5848961558
876	0.5848895411
877	0.58488156
878	0.5848767079
879	0.5848671025
880	0.5848584924
881	0.5848438176
882	0.5848388455
883	0.584821178
884	0.5848166355
885	0.5848006253
886	0.5847902863
887	0.5847827924
888	0.5847733852
889	0.5847644466
890	0.5847535895
891	0.5847464434
892	0.5847345986
893	0.5847246209
894	0.5847100095
895	0.5846910409
896	0.5846848012
897	0.5846802394
898	0.5846733146
899	0.5846660755
900	0.5846626243
901	0.5846542828
902	0.5846436483
903	0.584638671
904	0.5846329875
905	0.5846291435
906	0.5846225267
907	0.5846079158
908	0.5845992216
909	0.5845921641
910	0.5845842177
911	0.584570934
912	0.5845659257
913	0.5845579142
914	0.5845510981
915	0.5845435606
916	0.5845387623
917	0.5845356698
918	0.5845295908
919	0.5845234623
920	0.584512401
921	0.5845083368
922	0.5844919725
923	0.5844710553
924	0.5844651847
925	0.5844592096
926	0.5844527771
927	0.5844374093
928	0.5844316846
929	0.5844271073
930	0.5844223454
931	0.5844080614
932	0.5844040582
933	0.584398234
934	0.5843919739
935	0.5843872935
936	0.5843788669
937	0.584374171
938	0.5843676001
939	0.5843628148
940	0.5843509977
941	0.5843465624
942	0.5843426281
943	0.5843355776
944	0.5843267186
945	0.5843209072
946	0.5843154197
947	0.584309941
948	0.5842985669
949	0.58429387
950	0.5842863325
951	0.5842802445
952	0.5842736654
953	0.5842694596
954	0.5842598884
955	0.584253052
956	0.5842427791
957	0.584231285
958	0.5842195722
959	0.5842074329
960	0.5842008416
961	0.5841944792
962	0.584187254
963	0.5841799327
964	0.5841741889
965	0.5841701484
966	0.5841630363
967	0.584155055
968	0.584150016
969	0.5841364508
970	0.5841273175
971	0.5841221807
972	0.5841028714
973	0.5840903666
974	0.5840858326
975	0.5840790864
976	0.584069793
977	0.5840622372
978	0.584056384
979	0.5840513838
980	0.5840459691
981	0.584039003
982	0.5840328961
983	0.58402812
984	0.5840233614
985	0.5840170214
986	0.5840116554
987	0.5840084135
988	0.5839958681
989	0.5839781895
990	0.5839710785
991	0.5839530625
992	0.5839442415
993	0.5839280236
994	0.583907844
995	0.5839030632
996	0.5838959461
997	0.5838904881
998	0.5838831984
999	0.5838786684
1000	0.5838690351
1001	0.5838642388
1002	0.5838544663
1003	0.5838437953
1004	0.5838357471
1005	0.5838292493
1006	0.5838234372
1007	0.5838180536
1008	0.5838106818
1009	0.5838082805
1010	0.5838032256
1011	0.5837959959
1012	0.5837878581
1013	0.5837821217
1014	0.5837777011
1015	0.5837709458
1016	0.5837659953
1017	0.583759804
1018	0.5837533909
1019	0.5837489878
1020	0.5837452124
1021	0.5837401021
1022	0.5837338714
1023	0.5837285389
1024	0.5837223474
1025	0.5837058817
1026	0.5836900957
1027	0.5836827378
1028	0.583679629
1029	0.5836739182
1030	0.58366824
1031	0.5836644084
1032	0.5836608512
1033	0.58364866
1034	0.5836445869
1035	0.5836399172
1036	0.5836329398
1037	0.5836290004
1038	0.5836236751
1039	0.5836175933
1040	0.5836089717
1041	0.583598411
1042	0.5835864567
1043	0.5835824744
1044	0.5835750316
1045	0.5835710846
1046	0.5835637866
1047	0.5835587303
1048	0.5835516334
1049	0.5835466483
1050	0.5835418635
1051	0.5835367522
1052	0.5835273927
1053	0.5835184372
1054	0.5835128751
1055	0.5835085347
1056	0.5835039589
1057	0.5834985613
1058	0.5834916484
1059	0.5834822478
1060	0.5834735659
1061	0.583466887
1062	0.5834629718
1063	0.5834559746
1064	0.5834505817
1065	0.5834402469
1066	0.5834355318
1067	0.5834273142
1068	0.5834212875
1069	0.5834163056
1070	0.5834080559
1071	0.5833983858
1072	0.5833931288
1073	0.5833864672
1074	0.5833814684
1075	0.5833777106
1076	0.5833710298
1077	0.5833665705
1078	0.5833612124
1079	0.5833566477
1080	0.5833515921
1081	0.5833350265
1082	0.5833282667
1083	0.5833113114
1084	0.5833006012
1085	0.5832947776
1086	0.5832889885
1087	0.5832853382
1088	0.583272475
1089	0.5832638882
1090	0.5832590995
1091	0.5832551492
1092	0.5832496268
1093	0.5832323838
1094	0.5832293703
1095	0.5832248224
1096	0.5832080231
1097	0.5831904708
1098	0.5831857414
1099	0.583180308
1100	0.583169634
1101	0.5831640594
1102	0.5831596185
1103	0.5831493435
1104	0.583144663
1105	0.583138237
1106	0.5831329584
1107	0.5831252956
1108	0.5831202692
1109	0.5831125024
1110	0.5831066628
1111	0.5831015447
1112	0.5830956215
1113	0.583080875
1114	0.5830746937
1115	0.5830712947
1116	0.5830683729
1117	0.5830601818
1118	0.5830506248
1119	0.583049498
1120	0.5830433049
1121	0.5830368352
1122	0.5830218585
1123	0.5830138079
1124	0.583008938
1125	0.5830032521
1126	0.5829984699
1127	0.5829930311
1128	0.5829829416
1129	0.582979042
1130	0.5829756555
1131	0.5829700076
1132	0.582966662
1133	0.5829580499
1134	0.5829522981
1135	0.5829346441
1136	0.5829208154
1137	0.5829159889
1138	0.5829087672
1139	0.5828993343
1140	0.5828951138
1141	0.5828840522
1142	0.5828790341
1143	0.5828752449
1144	0.5828679373
1145	0.5828644171
1146	0.5828500203
1147	0.5828415498
1148	0.5828341825
1149	0.5828247602
1150	0.5828193732
1151	0.5828137899
1152	0.5828093696
1153	0.5828035621
1154	0.5827950778
1155	0.5827898072
1156	0.5827843857
1157	0.5827785337
1158	0.5827748137
1159	0.5827701446
1160	0.5827595076
1161	0.5827516945
1162	0.5827427518
1163	0.5827389957
1164	0.5827375022
1165	0.5827284252
1166	0.582719842
1167	0.5827150308
1168	0.5827100479
1169	0.5827060126
1170	0.5827019443
1171	0.5826952065
1172	0.5826884692
1173	0.5826845192
1174	0.5826789498
1175	0.5826744077
1176	0.5826701376
1177	0.5826628693
1178	0.5826563628
1179	0.5826502261
1180	0.5826448477
1181	0.5826383558
1182	0.5826230635
1183	0.582618592
1184	0.5826132279
1185	0.5826087783
1186	0.5826032924
1187	0.582597829
1188	0.582592331
1189	0.5825886389
1190	0.5825836184
1191	0.582575888
1192	0.5825639655
1193	0.5825587452
1194	0.5825529436
1195	0.5825473683
1196	0.5825379581
1197	0.5825312559
1198	0.5825248752
1199	0.5825068174
1200	0.5825028183
1201	0.5824962353
1202	0.5824904813
1203	0.5824855314
1204	0.582476567
1205	0.5824709747
1206	0.582466639
1207	0.5824607272
1208	0.582449336
1209	0.5824433222
1210	0.5824389858
1211	0.5824331562
1212	0.5824259426
1213	0.5824120063
1214	0.5824069445
1215	0.5823950992
1216	0.5823888115
1217	0.5823774291
1218	0.5823734709
1219	0.5823681533
1220	0.5823620497
1221	0.5823550647
1222	0.582349582
1223	0.582344813
1224	0.5823378877
1225	0.582333016
1226	0.5823257491
1227	0.582319848
1228	0.5823133383
1229	0.5823057542
1230	0.5823009592
1231	0.5822946017
1232	0.5822916235
1233	0.5822878484
1234	0.582281467
1235	0.5822770369
1236	0.5822678183
1237	0.582261554
1238	0.5822571163
1239	0.5822544206
1240	0.5822489065
1241	0.5822455175
1242	0.5822418749
1243	0.5822325625
1244	0.5822297342
1245	0.5822247265
1246	0.582220872
1247	0.5822166602
1248	0.5822119061
1249	0.5822058487
1250	0.5822003919
1251	0.5821874716
1252	0.5821810187
1253	0.5821740205
1254	0.5821671098
1255	0.5821622633
1256	0.5821477478
1257	0.5821407825
1258	0.5821364138
1259	0.5821288298
1260	0.582126621
1261	0.5821204851
1262	0.5821135066
1263	0.5821074949
1264	0.5821030403
1265	0.5821006514
1266	0.582096648
1267	0.5820909566
1268	0.5820863336
1269	0.5820797014
1270	0.5820740081
1271	0.5820698103
1272	0.5820652808
1273	0.5820620811
1274	0.5820554297
1275	0.5820492977
1276	0.5820356023
1277	0.5820274559
1278	0.5820226322
1279	0.5820173324
1280	0.5820112166
1281	0.5820068435
1282	0.582000224
1283	0.5819963701
1284	0.5819896766
1285	0.581987668
1286	0.5819826452
1287	0.5819761631
1288	0.5819711803
1289	0.5819614538
1290	0.5819486073
1291	0.5819369501
1292	0.5819299096
1293	0.5819249169
1294	0.5819217504
1295	0.581915758
1296	0.5819100799
1297	0.5819042982
1298	0.581896973
1299	0.581889907
1300	0.5818807898
1301	0.5818729938
1302	0.5818647319
1303	0.5818605238
1304	0.5818559652
1305	0.5818504018
1306	0.5818441182
1307	0.5818387775
1308	0.5818338506
1309	0.5818263393
1310	0.5818237367
1311	0.5818105083
1312	0.5818050044
1313	0.5818013842
1314	0.5817924786
1315	0.5817878273
1316	0.5817823017
1317	0.5817781974
1318	0.5817727105
1319	0.5817600801
1320	0.5817559377
1321	0.5817517736
1322	0.5817439973
1323	0.5817344341
1324	0.581726672
1325	0.5817206404
1326	0.5817163548
1327	0.5817100859
1328	0.5817051183
1329	0.5817033181
1330	0.5816997062
1331	0.5816932815
1332	0.5816862384
1333	0.5816808909
1334	0.5816633017
1335	0.5816572255
1336	0.5816500406
1337	0.5816453783
1338	0.5816337826
1339	0.5816237177
1340	0.5816161394
1341	0.5816095907
1342	0.5816050163
1343	0.5815922402
1344	0.5815872025
1345	0.5815814221
1346	0.5815753847
1347	0.5815707804
1348	0.5815675159
1349	0.581562305
1350	0.5815573526
1351	0.5815515874
1352	0.5815476637
1353	0.5815424345
1354	0.5815332211
1355	0.5815227773
1356	0.581519145
1357	0.581515268
1358	0.5815107257
1359	0.5815049742
1360	0.5814983992
1361	0.5814922377
1362	0.5814865592
1363	0.5814803189
1364	0.5814739461
1365	0.5814686556
1366	0.5814638164
1367	0.5814591082
1368	0.5814525077
1369	0.5814476644
1370	0.581442177
1371	0.5814344835
1372	0.5814288594
1373	0.5814256416
1374	0.5814204004
1375	0.5814176341
1376	0.5814122024
1377	0.5814001176
1378	0.5813945291
1379	0.5813885186
1380	0.5813799973
1381	0.5813742306
1382	0.5813663748
1383	0.5813608309
1384	0.5813568709
1385	0.5813525768
1386	0.5813465769
1387	0.5813403904
1388	0.5813362489
1389	0.581327772
1390	0.5813225342
1391	0.5813191071
1392	0.5813116584
1393	0.5813055291
1394	0.5812996464
1395	0.581284556
1396	0.5812783018
1397	0.5812719871
1398	0.5812665548
1399	0.5812607897
1400	0.5812541198
1401	0.5812515658
1402	0.5812452655
1403	0.5812418564
1404	0.5812361635
1405	0.581230671
1406	0.5812234902
1407	0.5812168778
1408	0.5812112776
1409	0.5812048469
1410	0.5812003759
1411	0.5811961728
1412	0.5811922309
1413	0.5811862465
1414	0.5811832755
1415	0.5811757184
1416	0.5811724649
1417	0.5811695027
1418	0.5811600666
1419	0.5811548767
1420	0.5811496682
1421	0.5811487432
1422	0.5811435828
1423	0.5811396651
1424	0.5811343721
1425	0.5811230208
1426	0.581115809
1427	0.5811112377
1428	0.581105401
1429	0.5810982646
1430	0.581092542
1431	0.581087464
1432	0.581081426
1433	0.5810752582
1434	0.5810695464
1435	0.5810633169
1436	0.5810560987
1437	0.5810502329
1438	0.5810438175
1439	0.5810420648
1440	0.5810377644
1441	0.5810339062
1442	0.581029673
1443	0.5810218028
1444	0.5810123518
1445	0.5810070624
1446	0.5810030736
1447	0.5809981524
1448	0.5809931203
1449	0.5809887316
1450	0.5809850866
1451	0.5809758377
1452	0.5809705277
1453	0.5809645054
1454	0.5809585725
1455	0.5809533757
1456	0.5809474498
1457	0.5809423944
1458	0.5809365615
1459	0.580928424
1460	0.5809231332
1461	0.5809168465
1462	0.580911114
1463	0.5809086836
1464	0.5809026819
1465	0.5808983308
1466	0.5808928853
1467	0.5808909048
1468	0.5808860338
1469	0.5808804332
1470	0.5808757098
1471	0.5808710967
1472	0.5808686589
1473	0.5808644269
1474	0.5808584148
1475	0.5808518782
1476	0.580848389
1477	0.5808445457
1478	0.5808409017
1479	0.5808344035
1480	0.5808296323
1481	0.5808245426
1482	0.5808188114
1483	0.5808130947
1484	0.5808082557
1485	0.5808044406
1486	0.5807997361
1487	0.5807974584
1488	0.5807915055
1489	0.5807874404
1490	0.5807857346
1491	0.5807816728
1492	0.5807754772
1493	0.5807738871
1494	0.58077201
1495	0.5807638439
1496	0.5807617342
1497	0.5807564419
1498	0.5807522008
1499	0.5807468688
1500	0.5807395528
1501	0.5807287324
1502	0.5807266712
1503	0.5807225733
1504	0.5807178501
1505	0.5807137916
1506	0.580708616
1507	0.5807043621
1508	0.5806994443
1509	0.5806950035
1510	0.5806910986
1511	0.5806837053
1512	0.5806733197
1513	0.5806675303
